date, value
13/05/1987,24363.19
14/05/1987,24651.44
15/05/1987,24729.02
18/05/1987,24298.98
19/05/1987,24077.88
20/05/1987,23419.6
21/05/1987,23754.01
22/05/1987,24156.69
25/05/1987,24582.77
26/05/1987,24580.85
27/05/1987,24539.75
28/05/1987,24433.64
29/05/1987,24772.39
01/06/1987,24992.77
02/06/1987,24902.63
03/06/1987,25049.39
04/06/1987,25366.1
05/06/1987,25271.3
08/06/1987,25523.89
09/06/1987,25379.88
10/06/1987,25738.95
11/06/1987,25890.94
12/06/1987,25894.27
15/06/1987,25756.44
16/06/1987,25738.85
17/06/1987,25929.42
18/06/1987,25750.55
19/06/1987,25288.1
22/06/1987,24640.35
23/06/1987,24794.89
24/06/1987,24892.75
25/06/1987,25031.35
26/06/1987,25049.81
29/06/1987,24509.39
30/06/1987,24176.39
01/07/1987,24252.38
02/07/1987,24636.44
03/07/1987,24465.48
06/07/1987,23870.85
07/07/1987,23816.09
08/07/1987,23472.42
09/07/1987,23755.89
10/07/1987,24102.98
13/07/1987,24118.01
14/07/1987,23931.52
15/07/1987,23969.76
16/07/1987,24003.6
17/07/1987,23983.44
20/07/1987,23328.64
21/07/1987,23078.35
22/07/1987,22702.73
23/07/1987,23036.52
24/07/1987,23942.94
27/07/1987,24104.98
28/07/1987,24385.81
29/07/1987,24427.1
30/07/1987,24510.35
31/07/1987,24488.1
03/08/1987,24483.81
04/08/1987,24172.6
05/08/1987,24297.14
06/08/1987,24658.23
07/08/1987,24800.94
10/08/1987,25119.69
11/08/1987,25282.97
12/08/1987,25559.23
13/08/1987,25575.73
14/08/1987,25494.01
17/08/1987,25378.88
18/08/1987,25344.34
19/08/1987,25231.59
20/08/1987,25396.56
21/08/1987,25559.18
24/08/1987,25754.31
25/08/1987,25643.39
26/08/1987,25875.73
27/08/1987,25968.77
28/08/1987,25974.96
31/08/1987,26029.22
01/09/1987,26118.42
02/09/1987,25946.6
03/09/1987,25649.88
04/09/1987,25744.03
07/09/1987,25004.09
08/09/1987,25204.09
09/09/1987,24937.93
10/09/1987,24795.24
11/09/1987,24828.27
14/09/1987,24954.02
16/09/1987,24967.73
17/09/1987,24855.31
18/09/1987,24844.84
21/09/1987,24912.42
22/09/1987,24866.06
24/09/1987,24944.9
25/09/1987,25095.8
28/09/1987,25837.3
29/09/1987,25998
30/09/1987,26010.88
01/10/1987,25721.74
02/10/1987,25862.45
05/10/1987,26018.33
06/10/1987,26088.97
07/10/1987,25952.27
08/10/1987,26286.75
09/10/1987,26338.77
12/10/1987,26284.65
13/10/1987,26400.63
14/10/1987,26646.43
15/10/1987,26428.22
16/10/1987,26366.74
19/10/1987,25746.56
20/10/1987,21910.08
21/10/1987,23947.4
22/10/1987,24404.45
23/10/1987,23201.22
26/10/1987,22202.56
27/10/1987,22834.96
28/10/1987,22577.53
29/10/1987,22033.89
30/10/1987,22765.04
02/11/1987,23358.6
04/11/1987,23060.53
05/11/1987,22629.56
06/11/1987,22795.02
09/11/1987,22418.37
10/11/1987,21686.46
11/11/1987,21036.76
12/11/1987,21546.5
13/11/1987,22448.25
16/11/1987,22615.43
17/11/1987,22344.28
18/11/1987,22734.49
19/11/1987,22668.8
20/11/1987,22705.56
24/11/1987,22856.02
25/11/1987,23219.69
26/11/1987,23282.19
27/11/1987,23268.62
30/11/1987,22686.78
01/12/1987,22832.89
02/12/1987,22915.49
03/12/1987,22808.16
04/12/1987,22602.75
07/12/1987,22586.52
08/12/1987,22948.34
09/12/1987,22885.7
10/12/1987,23280.84
11/12/1987,23035.81
14/12/1987,22926.28
15/12/1987,22846.73
16/12/1987,22819.42
17/12/1987,22899.83
18/12/1987,22826.97
21/12/1987,22956.84
22/12/1987,22741.02
23/12/1987,22693.85
24/12/1987,22543.37
25/12/1987,22120.94
28/12/1987,21564
04/01/1988,21217.04
05/01/1988,21575.28
06/01/1988,22790.5
07/01/1988,22792.13
08/01/1988,22872.56
11/01/1988,22578.43
12/01/1988,22625.05
13/01/1988,22324.99
14/01/1988,22603.65
18/01/1988,22910.2
19/01/1988,22898.17
20/01/1988,22843.14
21/01/1988,22710.26
22/01/1988,22876.58
25/01/1988,23318.4
26/01/1988,23498.76
27/01/1988,23335.91
28/01/1988,23587.25
29/01/1988,23622.32
01/02/1988,23732.32
02/02/1988,23672.21
03/02/1988,23595.37
04/02/1988,23709.1
05/02/1988,23650.8
08/02/1988,23771.6
09/02/1988,23662.27
10/02/1988,23771.88
12/02/1988,23981.94
15/02/1988,24207.47
16/02/1988,24345.66
17/02/1988,24429.95
18/02/1988,24675.36
19/02/1988,24773.41
22/02/1988,24846.71
23/02/1988,24949.45
24/02/1988,24968.65
25/02/1988,25100.66
26/02/1988,25165.18
29/02/1988,25242.81
01/03/1988,25435.9
02/03/1988,25682.82
03/03/1988,25596.31
04/03/1988,25615.62
07/03/1988,25616.58
08/03/1988,25465.73
09/03/1988,25605.39
10/03/1988,25617.82
11/03/1988,25543.73
14/03/1988,25433.51
15/03/1988,25475.67
16/03/1988,25704.43
17/03/1988,25872.29
18/03/1988,25966.26
22/03/1988,25842.75
23/03/1988,25895.23
24/03/1988,25781.28
25/03/1988,25626.71
28/03/1988,25622.71
29/03/1988,25953.09
30/03/1988,26320.07
31/03/1988,26260.26
01/04/1988,26104.22
04/04/1988,26335.29
05/04/1988,26315.35
06/04/1988,26511.17
07/04/1988,26769.22
08/04/1988,26748.89
11/04/1988,26924.87
12/04/1988,26930.84
13/04/1988,26985.55
14/04/1988,27111.35
15/04/1988,26893.57
18/04/1988,26671.45
19/04/1988,26657
20/04/1988,26864.09
21/04/1988,26828.16
22/04/1988,26837.12
25/04/1988,27213.45
26/04/1988,27246.77
27/04/1988,27191.97
28/04/1988,27434.12
02/05/1988,27669.72
06/05/1988,27534.39
09/05/1988,27264.3
10/05/1988,27412.25
11/05/1988,27161.05
12/05/1988,27212.58
13/05/1988,27468.31
16/05/1988,27759.87
17/05/1988,27819.98
18/05/1988,27767.58
19/05/1988,27373.24
20/05/1988,27393.85
23/05/1988,27249.76
24/05/1988,27312.66
25/05/1988,27443.65
26/05/1988,27428.24
27/05/1988,27290.49
30/05/1988,27223.1
31/05/1988,27416.7
01/06/1988,27703.91
02/06/1988,27869.36
03/06/1988,27821.54
06/06/1988,27996.24
07/06/1988,27967.32
08/06/1988,27912.65
09/06/1988,28072.02
10/06/1988,27920.36
13/06/1988,28036.54
14/06/1988,28061.8
15/06/1988,28093.52
16/06/1988,28147.32
17/06/1988,28342.46
20/06/1988,28139.03
21/06/1988,27925.57
22/06/1988,27860.78
23/06/1988,27732.93
24/06/1988,27750.39
27/06/1988,27435.01
28/06/1988,27398.09
29/06/1988,27607.33
30/06/1988,27769.4
01/07/1988,27503.53
04/07/1988,27360.39
05/07/1988,27577.17
06/07/1988,27766.6
07/07/1988,27728.13
08/07/1988,27917.08
11/07/1988,27985.99
12/07/1988,28099.84
13/07/1988,28020.1
14/07/1988,28084.08
15/07/1988,27913.79
18/07/1988,27662.12
19/07/1988,27149.03
20/07/1988,27553.98
21/07/1988,27676.14
22/07/1988,27285.01
25/07/1988,27183.53
26/07/1988,27303.76
27/07/1988,27738.57
28/07/1988,27796.09
29/07/1988,27911.63
01/08/1988,28326.31
02/08/1988,28366.33
03/08/1988,28348.45
04/08/1988,28292.66
05/08/1988,28423.38
08/08/1988,28253.12
09/08/1988,28170.36
10/08/1988,27554.87
11/08/1988,27784.98
12/08/1988,27833.51
15/08/1988,27901.29
16/08/1988,27896.55
17/08/1988,28178.86
18/08/1988,28129.36
19/08/1988,28209.42
22/08/1988,28079.18
23/08/1988,27919.95
24/08/1988,27799.67
25/08/1988,27870.44
26/08/1988,27565.41
29/08/1988,27379.1
30/08/1988,27511.65
31/08/1988,27365.95
01/09/1988,26934.26
02/09/1988,27116.5
05/09/1988,27341.58
06/09/1988,27320.51
07/09/1988,27504.01
08/09/1988,27740.11
09/09/1988,27647.1
12/09/1988,27756.74
13/09/1988,27794.16
14/09/1988,27805.67
16/09/1988,27866.38
19/09/1988,27901
20/09/1988,27548.58
21/09/1988,27712.66
22/09/1988,27428.31
26/09/1988,27333.75
27/09/1988,27499.56
28/09/1988,27752.01
29/09/1988,27700.13
30/09/1988,27923.67
03/10/1988,27545.53
04/10/1988,27501.02
05/10/1988,27405.49
06/10/1988,27172.34
07/10/1988,27258.27
11/10/1988,27469.6
12/10/1988,27409.37
13/10/1988,27273.3
14/10/1988,27306.57
17/10/1988,27268.74
18/10/1988,27141.98
19/10/1988,27293.67
20/10/1988,27390.55
21/10/1988,27401.42
24/10/1988,27281.54
25/10/1988,27421.49
26/10/1988,27620.6
27/10/1988,27722.92
28/10/1988,27741.34
31/10/1988,27982.54
01/11/1988,28013.67
02/11/1988,27985.26
03/11/1988,27985.26
04/11/1988,27953.25
07/11/1988,27866.36
08/11/1988,28007.27
09/11/1988,28212.78
10/11/1988,28166.42
11/11/1988,28489.57
14/11/1988,28520.9
15/11/1988,28829.41
16/11/1988,28996.12
17/11/1988,29076.81
18/11/1988,29180.2
21/11/1988,29284.26
22/11/1988,29430.12
23/11/1988,29430.12
24/11/1988,29340.03
25/11/1988,29406.65
28/11/1988,28983.32
29/11/1988,29318.3
30/11/1988,29578.9
01/12/1988,29541.46
02/12/1988,29532.25
05/12/1988,29614.68
06/12/1988,29669.38
07/12/1988,30050.82
08/12/1988,29758.9
09/12/1988,29793.42
12/12/1988,29672.29
13/12/1988,29597.81
14/12/1988,29754.73
15/12/1988,29705.75
16/12/1988,29536.71
19/12/1988,29470.08
20/12/1988,29567.94
21/12/1988,29698.19
22/12/1988,29774.61
23/12/1988,29686.26
27/12/1988,30050.93
28/12/1988,30159
29/12/1988,30159
04/01/1989,30243.66
05/01/1989,30183.79
06/01/1989,30209.54
09/01/1989,30678.39
10/01/1989,31006.51
11/01/1989,31143.45
12/01/1989,31143.45
13/01/1989,31298.38
17/01/1989,31227.52
18/01/1989,31354.55
19/01/1989,31311.4
20/01/1989,31170.38
23/01/1989,31332.88
24/01/1989,31557.68
25/01/1989,31567.79
26/01/1989,31511.81
27/01/1989,31646.13
30/01/1989,31567.5
31/01/1989,31581.3
01/02/1989,31360.68
02/02/1989,31498.3
03/02/1989,31685.78
06/02/1989,31828.75
07/02/1989,31880.65
08/02/1989,32065.12
09/02/1989,32078.43
10/02/1989,32131.99
13/02/1989,31985.32
14/02/1989,31982.89
15/02/1989,32149.48
16/02/1989,32083.58
17/02/1989,32173.39
20/02/1989,32177.08
21/02/1989,31980.08
22/02/1989,32311.93
23/02/1989,32452.49
27/02/1989,32285.77
28/02/1989,31985.6
01/03/1989,31964.3
02/03/1989,32073.73
03/03/1989,32000.1
06/03/1989,31876.86
07/03/1989,31937.94
08/03/1989,31837.66
09/03/1989,31656.45
10/03/1989,31701.78
13/03/1989,31552.96
14/03/1989,31724.35
15/03/1989,32100.48
16/03/1989,32098.24
17/03/1989,32021.01
20/03/1989,31654.8
22/03/1989,31443.24
23/03/1989,31588.66
24/03/1989,31568.52
27/03/1989,31512.4
28/03/1989,32306.36
29/03/1989,32737.28
30/03/1989,32826.13
31/03/1989,32838.68
03/04/1989,33042.07
04/04/1989,33312.25
05/04/1989,33360.79
06/04/1989,32995.78
07/04/1989,33185.05
10/04/1989,32999.02
11/04/1989,33249.58
12/04/1989,33256.45
13/04/1989,33063.94
14/04/1989,33150.44
17/04/1989,33308.33
18/04/1989,33321.66
19/04/1989,33363.83
20/04/1989,33185.15
21/04/1989,33029.81
24/04/1989,32805.92
25/04/1989,33244.78
26/04/1989,33434.93
27/04/1989,33500.83
28/04/1989,33713.35
01/05/1989,33793.17
02/05/1989,33954.99
08/05/1989,34135.24
09/05/1989,34031.87
10/05/1989,33992.35
11/05/1989,34081.49
12/05/1989,33866.33
15/05/1989,33716.29
16/05/1989,33926.45
17/05/1989,33992.45
18/05/1989,33856.33
19/05/1989,34001.96
22/05/1989,34067.86
23/05/1989,33816.61
24/05/1989,33851.82
25/05/1989,34005.39
26/05/1989,34191.62
29/05/1989,34160.83
30/05/1989,34076.89
31/05/1989,34266.75
01/06/1989,33981.35
02/06/1989,33667.42
05/06/1989,33457.08
06/06/1989,33452.01
07/06/1989,33626.89
08/06/1989,33718.29
09/06/1989,33639.98
12/06/1989,33398.01
13/06/1989,33213.55
14/06/1989,33402.99
15/06/1989,32913.09
16/06/1989,33055.17
19/06/1989,33013.18
20/06/1989,33233.47
21/06/1989,33345.28
22/06/1989,33324.97
23/06/1989,33530.71
26/06/1989,33625.82
27/06/1989,33469.21
28/06/1989,33245.6
29/06/1989,32956.31
30/06/1989,32948.69
03/07/1989,33236.42
04/07/1989,33190.38
05/07/1989,33309.71
06/07/1989,33423.48
07/07/1989,33703.97
10/07/1989,33676.02
11/07/1989,33746.77
12/07/1989,33701.52
13/07/1989,33631.16
14/07/1989,33574.77
17/07/1989,33456.22
18/07/1989,33343.73
19/07/1989,33557.17
20/07/1989,33664.87
21/07/1989,33899.43
24/07/1989,34093.33
25/07/1989,34538.9
26/07/1989,34515.83
27/07/1989,34785.28
28/07/1989,34705.63
31/07/1989,34953.87
01/08/1989,34898.46
02/08/1989,34899.34
03/08/1989,34779.81
04/08/1989,34741.99
07/08/1989,34630.38
08/08/1989,34759.48
09/08/1989,34859.27
10/08/1989,34719.8
11/08/1989,34712.96
14/08/1989,34671.62
15/08/1989,34810.69
16/08/1989,35084.15
17/08/1989,35090.11
18/08/1989,35063.14
21/08/1989,35140.83
22/08/1989,35114.35
23/08/1989,34893.28
24/08/1989,34786.55
25/08/1989,34739.93
28/08/1989,34607.41
29/08/1989,34687.65
30/08/1989,34471.66
31/08/1989,34431.2
01/09/1989,34348.22
04/09/1989,34483.78
05/09/1989,34441.95
06/09/1989,34271.31
07/09/1989,34152.56
08/09/1989,34115.81
11/09/1989,34113.66
12/09/1989,34332.88
13/09/1989,34286.94
14/09/1989,34401.88
18/09/1989,34472.54
19/09/1989,34471.07
20/09/1989,34470.58
21/09/1989,34745.02
22/09/1989,34771.79
25/09/1989,34960.71
26/09/1989,35444.82
27/09/1989,35370.57
28/09/1989,35689.98
29/09/1989,35636.76
02/10/1989,35622.97
03/10/1989,35366.37
04/10/1989,35382.8
05/10/1989,35522.99
06/10/1989,35209.35
09/10/1989,35376.35
11/10/1989,35240.07
12/10/1989,34795.05
13/10/1989,35116.02
16/10/1989,34468.69
17/10/1989,34996.08
18/10/1989,35107.56
19/10/1989,35374.22
20/10/1989,35486.38
23/10/1989,35585.52
24/10/1989,35526.55
25/10/1989,35442.4
26/10/1989,35678.49
27/10/1989,35527.29
30/10/1989,35417.44
31/10/1989,35549.44
01/11/1989,35564.43
02/11/1989,35494.86
06/11/1989,35434
07/11/1989,35270.46
08/11/1989,35595.59
09/11/1989,35657.42
10/11/1989,35663.2
13/11/1989,35750.12
14/11/1989,35768.64
15/11/1989,35852.23
16/11/1989,35876.34
17/11/1989,35963.74
20/11/1989,35893.58
21/11/1989,36059.87
22/11/1989,36286.92
24/11/1989,36484.47
27/11/1989,36881.53
28/11/1989,36985.3
29/11/1989,37021.46
30/11/1989,37268.79
01/12/1989,37132.68
04/12/1989,37303.87
05/12/1989,37494.17
06/12/1989,37654.29
07/12/1989,37858.11
08/12/1989,37724.06
11/12/1989,37752.67
12/12/1989,37803.53
13/12/1989,38062.42
14/12/1989,38180.7
15/12/1989,38271.04
18/12/1989,38586.18
19/12/1989,38439.1
20/12/1989,38512
21/12/1989,38215.48
22/12/1989,38040.37
26/12/1989,38681.31
27/12/1989,38801.63
28/12/1989,38876.94
29/12/1989,38915.87
04/01/1990,38712.88
05/01/1990,38274.76
08/01/1990,38294.96
09/01/1990,37951.46
10/01/1990,37696.5
11/01/1990,38170.13
12/01/1990,37516.77
16/01/1990,36850.36
17/01/1990,36821.14
18/01/1990,36729.49
19/01/1990,36836.54
22/01/1990,37257
23/01/1990,37378.02
24/01/1990,36778.98
25/01/1990,36969.11
26/01/1990,36874.07
29/01/1990,37173.7
30/01/1990,37215.67
31/01/1990,37188.95
01/02/1990,37206.42
02/02/1990,37650.15
05/02/1990,37631.41
06/02/1990,37666.83
07/02/1990,37301.87
08/02/1990,37516.24
09/02/1990,37288.14
13/02/1990,37107.03
14/02/1990,37155.89
15/02/1990,37471.99
16/02/1990,37460.32
19/02/1990,37222.6
20/02/1990,36895.52
21/02/1990,35734.33
22/02/1990,35826.84
23/02/1990,34890.97
26/02/1990,33321.87
27/02/1990,33897.95
28/02/1990,34591.99
01/03/1990,33829.58
02/03/1990,34057.56
05/03/1990,33845.2
06/03/1990,33791.08
07/03/1990,33362.34
08/03/1990,33690.89
09/03/1990,33993.12
12/03/1990,33368.23
13/03/1990,32620.57
14/03/1990,32352.13
15/03/1990,32671.64
16/03/1990,32616.44
19/03/1990,31263.24
20/03/1990,30807.19
22/03/1990,29843.34
23/03/1990,30372.16
26/03/1990,31840.49
27/03/1990,31825.96
28/03/1990,31263.57
29/03/1990,31026.16
30/03/1990,29980.45
02/04/1990,28002.07
03/04/1990,28759.72
04/04/1990,28442.94
05/04/1990,28249.06
06/04/1990,29278.78
09/04/1990,30397.93
10/04/1990,29624.68
11/04/1990,29440.28
12/04/1990,29623.2
13/04/1990,29213.92
16/04/1990,28463.18
17/04/1990,28461.6
18/04/1990,29249.06
19/04/1990,29945.41
20/04/1990,29835.44
23/04/1990,29679.07
24/04/1990,29501.38
25/04/1990,29564.36
26/04/1990,29424.58
27/04/1990,29584.8
01/05/1990,29689.83
02/05/1990,30173.64
07/05/1990,30956.27
08/05/1990,30970.58
09/05/1990,30945.61
10/05/1990,30980.26
11/05/1990,31512.14
14/05/1990,32042.65
15/05/1990,31997.04
16/05/1990,31967.62
17/05/1990,32061.6
18/05/1990,32013.72
21/05/1990,31765.05
22/05/1990,31938.3
23/05/1990,32176.51
24/05/1990,32311.75
25/05/1990,32793.88
28/05/1990,33191.61
29/05/1990,32817.67
30/05/1990,32926.26
31/05/1990,33130.8
01/06/1990,32891.12
04/06/1990,32925.37
05/06/1990,32921.62
06/06/1990,32953.5
07/06/1990,33192.5
08/06/1990,32993.29
11/06/1990,32540.18
12/06/1990,32322.31
13/06/1990,32371.77
14/06/1990,32668.11
15/06/1990,32538.4
18/06/1990,32376.8
19/06/1990,32040.38
20/06/1990,32087.76
21/06/1990,32087.27
22/06/1990,31694.57
25/06/1990,31124.19
26/06/1990,31571.77
27/06/1990,32312.75
28/06/1990,32106.19
29/06/1990,31940.24
02/07/1990,32160.23
03/07/1990,32414.6
04/07/1990,32445.92
05/07/1990,32351.67
06/07/1990,32445.12
09/07/1990,32538.28
10/07/1990,32152.43
11/07/1990,32294.18
12/07/1990,32575.32
13/07/1990,32644.37
16/07/1990,33021.73
17/07/1990,33172.28
18/07/1990,33048.11
19/07/1990,33055.62
20/07/1990,32421.52
23/07/1990,31894.79
24/07/1990,31702.46
25/07/1990,31701.27
26/07/1990,31369.75
27/07/1990,30863.48
30/07/1990,30442.95
31/07/1990,31035.66
01/08/1990,30837.99
02/08/1990,30245.18
03/08/1990,29515.76
06/08/1990,28599.53
07/08/1990,27653.07
08/08/1990,28509.14
09/08/1990,27615.73
10/08/1990,27329.55
13/08/1990,26176.43
14/08/1990,26672.53
15/08/1990,28112.12
16/08/1990,27549.44
17/08/1990,26786.72
20/08/1990,26490.47
21/08/1990,26297.84
22/08/1990,25210.91
23/08/1990,23737.63
24/08/1990,24165.76
27/08/1990,25141.76
28/08/1990,25710.76
29/08/1990,24894.79
30/08/1990,25669.96
31/08/1990,25978.37
03/09/1990,25420.43
04/09/1990,24907.64
05/09/1990,24078.34
06/09/1990,23811.91
07/09/1990,23962.07
10/09/1990,25080.9
11/09/1990,24604.66
12/09/1990,25216.14
13/09/1990,25075.08
14/09/1990,24897.46
17/09/1990,24365.6
18/09/1990,23884.82
19/09/1990,23726.17
20/09/1990,23602.98
21/09/1990,23777.83
25/09/1990,23359.32
26/09/1990,22250.62
27/09/1990,21771.91
28/09/1990,20983.5
01/10/1990,20221.86
02/10/1990,22898.41
03/10/1990,22849.39
04/10/1990,22278.19
05/10/1990,22827.65
08/10/1990,23630
09/10/1990,23495.11
11/10/1990,22585.63
12/10/1990,22390.16
15/10/1990,23109.2
16/10/1990,23606.1
17/10/1990,23859.36
18/10/1990,24367.08
19/10/1990,24481.49
22/10/1990,25070.86
23/10/1990,25298.3
24/10/1990,24876.88
25/10/1990,25352.63
26/10/1990,25005.64
29/10/1990,25329.31
30/10/1990,25242.4
31/10/1990,25194.1
01/11/1990,24295.16
02/11/1990,24194.99
05/11/1990,24385.33
06/11/1990,23965.75
07/11/1990,23500.25
08/11/1990,22969.81
09/11/1990,22931.8
13/11/1990,23973.67
14/11/1990,23937.44
15/11/1990,23487.48
16/11/1990,23171.63
19/11/1990,23518.16
20/11/1990,23205.48
21/11/1990,22816.99
22/11/1990,23400.28
26/11/1990,23762.86
27/11/1990,23623.51
28/11/1990,23053.88
29/11/1990,22712.6
30/11/1990,22454.63
03/12/1990,22725.99
04/12/1990,21862.61
05/12/1990,22193.72
06/12/1990,22553.1
07/12/1990,23522.49
10/12/1990,23784.67
11/12/1990,23956.97
12/12/1990,23999.41
13/12/1990,24642.97
14/12/1990,24349.5
17/12/1990,24087.91
18/12/1990,24424.02
19/12/1990,24876.78
20/12/1990,24524.94
21/12/1990,24119.6
25/12/1990,23767.88
26/12/1990,23887.56
27/12/1990,23940.7
28/12/1990,23848.71
04/01/1991,24069.18
07/01/1991,23736.57
08/01/1991,22897.84
09/01/1991,22969.27
10/01/1991,23047.36
11/01/1991,23241.02
14/01/1991,23213.23
16/01/1991,22442.7
17/01/1991,23446.81
18/01/1991,23808.3
21/01/1991,23352.19
22/01/1991,23253.65
23/01/1991,23050.1
24/01/1991,23269.01
25/01/1991,23573.25
28/01/1991,23569.44
29/01/1991,23460.12
30/01/1991,23409.61
31/01/1991,23293.14
01/02/1991,23156.7
04/02/1991,23287.36
05/02/1991,23821.57
06/02/1991,23952.04
07/02/1991,24104.43
08/02/1991,24296.08
12/02/1991,24935.01
13/02/1991,25139.47
14/02/1991,25356.37
15/02/1991,25343.74
18/02/1991,26230.01
19/02/1991,26166.98
20/02/1991,26198.79
21/02/1991,26024.37
22/02/1991,25902.81
25/02/1991,26462.76
26/02/1991,26282.96
27/02/1991,26094.25
28/02/1991,26409.22
01/03/1991,25881.57
04/03/1991,25976.02
05/03/1991,25913.48
06/03/1991,26382.99
07/03/1991,26397.96
08/03/1991,26607.52
11/03/1991,26669.37
12/03/1991,26727.42
13/03/1991,26418.32
14/03/1991,26542.33
15/03/1991,26843.1
18/03/1991,27146.91
19/03/1991,27006.66
20/03/1991,26449.35
22/03/1991,26613.19
25/03/1991,26645.79
26/03/1991,26339.38
27/03/1991,26104.65
28/03/1991,26206.92
29/03/1991,26292.04
01/04/1991,26007.4
02/04/1991,26252
03/04/1991,26780.06
04/04/1991,26689.81
05/04/1991,26767.33
08/04/1991,26607.65
09/04/1991,26317.39
10/04/1991,26268.86
11/04/1991,26425.19
12/04/1991,26582.5
15/04/1991,26695.53
16/04/1991,26813.3
17/04/1991,26980.37
18/04/1991,26798.9
19/04/1991,26541.97
22/04/1991,26237.01
23/04/1991,26491.57
24/04/1991,26330.21
25/04/1991,26038.86
26/04/1991,26123.68
30/04/1991,26111.25
01/05/1991,26489
02/05/1991,26477.86
07/05/1991,26342.14
08/05/1991,26309.79
09/05/1991,26438.5
10/05/1991,26274.29
13/05/1991,26093.2
14/05/1991,26030.08
15/05/1991,25822.47
16/05/1991,25520.27
17/05/1991,25701.94
20/05/1991,25523.03
21/05/1991,25481.21
22/05/1991,25398.66
23/05/1991,25643.65
24/05/1991,25529.14
27/05/1991,25425.88
28/05/1991,25390.67
29/05/1991,25495.41
30/05/1991,25647.4
31/05/1991,25789.62
03/06/1991,25912.61
04/06/1991,25556.86
05/06/1991,25289.57
06/06/1991,24984.12
07/06/1991,25035.11
10/06/1991,24598.38
11/06/1991,24662.59
12/06/1991,24482.69
13/06/1991,24808.17
14/06/1991,25093.89
17/06/1991,24943.09
18/06/1991,24685.47
19/06/1991,23996.75
20/06/1991,24082.26
21/06/1991,24275.08
24/06/1991,23765.46
25/06/1991,23907.42
26/06/1991,23766.38
27/06/1991,23543.03
28/06/1991,23290.96
01/07/1991,24108.76
02/07/1991,23995.76
03/07/1991,23373.47
04/07/1991,23135.61
05/07/1991,22898.34
08/07/1991,22176.17
09/07/1991,22608.96
10/07/1991,23121.3
11/07/1991,22937.92
12/07/1991,23137.78
15/07/1991,23459.04
16/07/1991,23375.15
17/07/1991,23060.7
18/07/1991,22908.71
19/07/1991,22866.36
22/07/1991,22705.29
23/07/1991,22758.98
24/07/1991,23297.47
25/07/1991,23332.71
26/07/1991,23519.07
29/07/1991,23443.58
30/07/1991,23872.63
31/07/1991,24120.75
01/08/1991,24072.73
02/08/1991,24027.97
05/08/1991,23833.25
06/08/1991,23464.96
07/08/1991,23691.02
08/08/1991,23482.46
09/08/1991,23434.62
12/08/1991,22985.67
13/08/1991,22872
14/08/1991,23393.3
15/08/1991,23018.68
16/08/1991,22814.37
19/08/1991,21456.76
20/08/1991,21687.06
21/08/1991,22051.6
22/08/1991,22515.77
23/08/1991,22065.34
26/08/1991,21592.27
27/08/1991,21641.3
28/08/1991,21621.63
29/08/1991,22002.17
30/08/1991,22335.87
02/09/1991,22469.01
03/09/1991,22469.8
04/09/1991,22402.69
05/09/1991,22499.65
06/09/1991,22692.6
09/09/1991,22573.98
10/09/1991,22411.58
11/09/1991,22504.79
12/09/1991,22530.2
13/09/1991,23134.43
17/09/1991,23443.61
18/09/1991,23317.78
19/09/1991,23332.31
20/09/1991,23192.74
24/09/1991,23333.7
25/09/1991,23577.42
26/09/1991,23968.08
27/09/1991,23969.47
30/09/1991,23916.44
01/10/1991,24377.01
02/10/1991,24375.11
03/10/1991,24711.44
04/10/1991,24596.9
07/10/1991,24330.83
08/10/1991,24155.62
09/10/1991,24485.26
11/10/1991,24157.72
14/10/1991,23860.67
15/10/1991,24307.65
16/10/1991,24334.67
17/10/1991,24439.85
18/10/1991,24894.82
21/10/1991,25016.81
22/10/1991,24954.66
23/10/1991,24799.94
24/10/1991,24949.26
25/10/1991,24906.43
28/10/1991,24901.72
29/10/1991,25140.61
30/10/1991,24981.18
31/10/1991,25222.28
01/11/1991,25044.24
05/11/1991,24950.86
06/11/1991,24750.2
07/11/1991,24446.76
08/11/1991,24486.49
11/11/1991,24232.99
12/11/1991,24667.73
13/11/1991,24416.23
14/11/1991,24176.54
15/11/1991,24099.18
18/11/1991,23400.12
19/11/1991,23326.86
20/11/1991,23199.86
21/11/1991,23177.84
22/11/1991,23117.39
25/11/1991,22868.69
26/11/1991,23112.09
27/11/1991,22973.28
28/11/1991,22780.42
29/11/1991,22687.35
02/12/1991,21992.29
03/12/1991,22166.83
04/12/1991,22669.44
05/12/1991,22459.17
06/12/1991,22445.06
09/12/1991,22352.88
10/12/1991,21953.06
11/12/1991,21502.9
12/12/1991,21712.57
13/12/1991,22754.9
16/12/1991,22836.67
17/12/1991,22736.29
18/12/1991,22629.9
19/12/1991,21991.19
20/12/1991,21777.12
24/12/1991,21664.53
25/12/1991,22461.17
26/12/1991,22555.07
27/12/1991,22437.32
30/12/1991,22983.77
06/01/1992,23801.18
07/01/1992,23566.39
08/01/1992,22715
09/01/1992,23113.64
10/01/1992,22381.9
13/01/1992,21696.86
14/01/1992,21775.13
16/01/1992,21612.19
17/01/1992,21321.37
20/01/1992,20913.82
21/01/1992,20858.3
22/01/1992,21534.12
23/01/1992,21580.72
24/01/1992,21072.15
27/01/1992,21007.11
28/01/1992,21390.52
29/01/1992,21362.26
30/01/1992,21557.67
31/01/1992,22023.05
03/02/1992,22139.59
04/02/1992,21999.6
