Country,TIME,Real house prices
RUS,2009,149.7305905
RUS,2010,138.2380138
RUS,2011,113.2385629
RUS,2012,115.5707129
RUS,2013,116.6068752
RUS,2014,111.4512341
RUS,2015,100
RUS,2016,96.20848903
RUS,2017,99.03351565
RUS,2018,102.3195686
RUS,2019,101.263149
RUS,2020,116.7439434
RUS,2021,129.5993476
SVN,2007,136.628912
SVN,2008,138.4708107
SVN,2009,124.2900664
SVN,2010,122.6671412
SVN,2011,123.8025841
SVN,2012,113.3183314
SVN,2013,105.1340424
SVN,2014,98.60876244
SVN,2015,100
SVN,2016,103.631999
SVN,2017,110.4856046
SVN,2018,117.8087536
SVN,2019,124.046977
SVN,2020,130.5504066
SVN,2021,140.6934092
ZAF,1980,74.92076906
ZAF,1981,89.36736743
ZAF,1982,93.46167324
ZAF,1983,99.53064733
ZAF,1984,97.38117917
ZAF,1985,76.93616401
ZAF,1986,61.91147948
ZAF,1987,59.02020463
ZAF,1988,59.06620414
ZAF,1989,58.29887529
ZAF,1990,57.02339484
ZAF,1991,55.53473017
ZAF,1992,50.40121333
ZAF,1993,48.09598283
ZAF,1994,48.21630367
ZAF,1995,47.93516429
ZAF,1996,46.27044665
ZAF,1997,46.2561228
ZAF,1998,49.16304316
ZAF,1999,47.60020402
ZAF,2000,51.36918463
ZAF,2001,54.61327584
ZAF,2002,57.02871107
ZAF,2003,64.74627276
ZAF,2004,80.65372841
ZAF,2005,99.15427531
ZAF,2006,112.4947985
ZAF,2007,120.4649061
ZAF,2008,109.3514946
ZAF,2009,99.45096174
ZAF,2010,99.67367133
ZAF,2011,97.43546759
ZAF,2012,96.51796292
ZAF,2013,96.8279036
ZAF,2014,98.5240896
ZAF,2015,100
ZAF,2016,99.39504938
ZAF,2017,99.1724878
ZAF,2018,99.01157889
ZAF,2019,98.76024858
ZAF,2020,98.4110824
ZAF,2021,98.47902558
EA,1980,71.2415283
EA,1981,73.00154102
EA,1982,68.40240782
EA,1983,66.84277367
EA,1984,63.80606492
EA,1985,61.85579322
EA,1986,62.62392236
EA,1987,66.41421753
EA,1988,70.67417441
EA,1989,75.66785217
EA,1990,80.58635928
EA,1991,83.34222433
EA,1992,83.39743457
EA,1993,82.05676485
EA,1994,81.42241001
EA,1995,80.32559133
EA,1996,80.44806812
EA,1997,80.45556016
EA,1998,81.42419891
EA,1999,84.05925386
EA,2000,86.55292041
EA,2001,88.68775715
EA,2002,92.68015527
EA,2003,96.01220426
EA,2004,100.3075633
EA,2005,105.2182868
EA,2006,110.0716793
EA,2007,112.4723818
EA,2008,110.9270026
EA,2009,108.1262442
EA,2010,107.5190041
EA,2011,106.3317169
EA,2012,102.2066543
EA,2013,99.00989026
EA,2014,98.77658283
EA,2015,100
EA,2016,103.5652831
EA,2017,106.6661595
EA,2018,110.0775028
EA,2019,113.5576835
EA,2020,118.7434459
EA,2021,125.25141
EA17,1980,73.7025768
EA17,1981,74.98477039
EA17,1982,70.76416243
EA17,1983,67.87697176
EA17,1984,63.96107981
EA17,1985,61.83535638
EA17,1986,62.98565163
EA17,1987,66.61386953
EA17,1988,70.41611518
EA17,1989,76.48849859
EA17,1990,81.64660199
EA17,1991,83.38742458
EA17,1992,82.68444455
EA17,1993,81.24554305
EA17,1994,80.49888947
EA17,1995,79.02267789
EA17,1996,77.3999748
EA17,1997,76.41151177
EA17,1998,77.92918318
EA17,1999,81.3391437
EA17,2000,84.62804722
EA17,2001,87.36554381
EA17,2002,91.11135121
EA17,2003,95.98136707
EA17,2004,100.98535
EA17,2005,106.9911841
EA17,2006,111.7856486
EA17,2007,114.0968192
EA17,2008,112.0638905
EA17,2009,108.4731553
EA17,2010,107.8653275
EA17,2011,106.7002176
EA17,2012,102.4810725
EA17,2013,99.18915502
EA17,2014,98.88856964
EA17,2015,100
EA17,2016,103.5382025
EA17,2017,106.5580738
EA17,2018,109.9474827
EA17,2019,113.3676747
EA17,2020,118.6348771
EA17,2021,125.2111837
OECD,1980,66.4784432
OECD,1981,66.3919735
OECD,1982,64.25729197
OECD,1983,63.7318435
OECD,1984,63.02831886
OECD,1985,63.34790695
OECD,1986,66.01958619
OECD,1987,69.83688396
OECD,1988,74.04455062
OECD,1989,78.28021943
OECD,1990,79.92725557
OECD,1991,79.19487002
OECD,1992,77.38895436
OECD,1993,75.78326808
OECD,1994,75.74083251
OECD,1995,74.98629863
OECD,1996,74.42772895
OECD,1997,74.50502552
OECD,1998,76.01145595
OECD,1999,78.5193894
OECD,2000,81.10725348
OECD,2001,83.59659141
OECD,2002,87.57786434
OECD,2003,91.55357866
OECD,2004,95.67315337
OECD,2005,100.2179446
OECD,2006,103.9706755
OECD,2007,105.889951
OECD,2008,100.9305441
OECD,2009,96.93488087
OECD,2010,96.1686441
OECD,2011,93.64047238
OECD,2012,92.83105743
OECD,2013,94.35019235
OECD,2014,96.35733975
OECD,2015,100
OECD,2016,104.1985835
OECD,2017,107.7652275
OECD,2018,110.577079
OECD,2019,112.9409475
OECD,2020,118.2519967
OECD,2021,128.4733252
BGR,2005,106.0749588
BGR,2006,118.9943783
BGR,2007,141.1594462
BGR,2008,165.61903
BGR,2009,131.3080926
BGR,2010,115.5231241
BGR,2011,105.3710998
BGR,2012,100.2499433
BGR,2013,100.1050443
BGR,2014,99.80352074
BGR,2015,100
BGR,2016,105.4320338
BGR,2017,109.950945
BGR,2018,114.0502102
BGR,2019,117.7692556
BGR,2020,124.7492541
BGR,2021,127.6672741
ROU,2009,159.2953052
ROU,2010,134.7594428
ROU,2011,113.5127665
ROU,2012,103.4185441
ROU,2013,101.6589609
ROU,2014,98.37760115
ROU,2015,100
ROU,2016,105.2375137
ROU,2017,108.7378835
ROU,2018,110.5508563
ROU,2019,108.4869939
ROU,2020,110.9934916
ROU,2021,109.8553151
SAU,2014,102.3981673
SAU,2015,100
SAU,2016,93.15560649
SAU,2017,87.89796601
SAU,2018,82.26733258
SAU,2019,80.12467055
SAU,2020,78.02826739
SAU,2021,75.73004439
