dateISO,p_mean,regionDesc,country
01/09/2016,1.0121875,London,England
01/09/2016,1.0217143,South East,England
01/09/2016,1.1560869,South West,England
01/09/2016,1.0240909,East Anglia,England
01/09/2016,0.87133336,East Midlands,England
01/09/2016,1.0490476,West Midlands,England
01/09/2016,1.0635,Yorkshire & Humber,England
01/09/2016,1.0316666,North West,England
01/09/2016,1.09875,North,England
01/09/2016,1.07875,Wales,Wales
01/09/2016,0.97217393,Scotland,Scotland
01/09/2016,1.01,Northern Ireland,Northern Ireland
01/10/2016,1.0105882,London,England
01/10/2016,1.0405406,South East,England
01/10/2016,1.1338096,South West,England
01/10/2016,1.0317391,East Anglia,England
01/10/2016,0.95533335,East Midlands,England
01/10/2016,1.0538095,West Midlands,England
01/10/2016,0.9795,Yorkshire & Humber,England
01/10/2016,1.0387096,North West,England
01/10/2016,1.03,North,England
01/10/2016,1.0572727,Wales,Wales
01/10/2016,0.93559998,Scotland,Scotland
01/10/2016,1.046,Northern Ireland,Northern Ireland
01/11/2016,0.99771428,London,England
01/11/2016,0.98833334,South East,England
01/11/2016,1.0015,South West,England
01/11/2016,1.023913,East Anglia,England
01/11/2016,0.87647057,East Midlands,England
01/11/2016,0.99909091,West Midlands,England
01/11/2016,0.98799998,Yorkshire & Humber,England
01/11/2016,1.0013793,North West,England
01/11/2016,0.96399999,North,England
01/11/2016,0.95899999,Wales,Wales
01/11/2016,0.95599997,Scotland,Scotland
01/11/2016,1.046,Northern Ireland,Northern Ireland
01/12/2016,0.98645163,London,England
01/12/2016,1.0097142,South East,England
01/12/2016,1.0194445,South West,England
01/12/2016,1.0266666,East Anglia,England
01/12/2016,0.92937499,East Midlands,England
01/12/2016,1.0063636,West Midlands,England
01/12/2016,0.98049998,Yorkshire & Humber,England
01/12/2016,0.96071428,North West,England
01/12/2016,1.06625,North,England
01/12/2016,1.0039999,Wales,Wales
01/12/2016,0.95913041,Scotland,Scotland
01/12/2016,1.02,Northern Ireland,Northern Ireland
01/01/2017,0.98571426,London,England
01/01/2017,1.0283784,South East,England
01/01/2017,1.1135,South West,England
01/01/2017,1.0468,East Anglia,England
01/01/2017,0.90266669,East Midlands,England
01/01/2017,1.0313636,West Midlands,England
01/01/2017,1.037647,Yorkshire & Humber,England
01/01/2017,0.97899997,North West,England
01/01/2017,1.038,North,England
01/01/2017,0.98166668,Wales,Wales
01/01/2017,0.9727273,Scotland,Scotland
01/01/2017,1.0311111,Northern Ireland,Northern Ireland
01/02/2017,1.0152941,London,England
01/02/2017,1.0409375,South East,England
01/02/2017,1.1385,South West,England
01/02/2017,1.0975,East Anglia,England
01/02/2017,0.93374997,East Midlands,England
01/02/2017,1.0666667,West Midlands,England
01/02/2017,1.0788889,Yorkshire & Humber,England
01/02/2017,0.96928573,North West,England
01/02/2017,1.069,North,England
01/02/2017,0.98299998,Wales,Wales
01/02/2017,0.99521738,Scotland,Scotland
01/02/2017,1.0411111,Northern Ireland,Northern Ireland
01/03/2017,1.0106452,London,England
01/03/2017,1.059375,South East,England
01/03/2017,1.0880952,South West,England
01/03/2017,1.05875,East Anglia,England
01/03/2017,0.91250002,East Midlands,England
01/03/2017,1.0625,West Midlands,England
01/03/2017,1.1452632,Yorkshire & Humber,England
01/03/2017,1.0244827,North West,England
01/03/2017,0.99300003,North,England
01/03/2017,0.99300003,Wales,Wales
01/03/2017,1.02,Scotland,Scotland
01/03/2017,1.04625,Northern Ireland,Northern Ireland
01/04/2017,1.0022222,London,England
01/04/2017,1.0427272,South East,England
01/04/2017,1.0980952,South West,England
01/04/2017,1.0954167,East Anglia,England
01/04/2017,0.96588236,East Midlands,England
01/04/2017,1.0184211,West Midlands,England
01/04/2017,1.2066667,Yorkshire & Humber,England
01/04/2017,1.0439286,North West,England
01/04/2017,1.0027273,North,England
01/04/2017,1.03,Wales,Wales
01/04/2017,0.99000001,Scotland,Scotland
01/04/2017,1.0633333,Northern Ireland,Northern Ireland
01/05/2017,1.0221212,London,England
01/05/2017,1.0623077,South East,England
01/05/2017,1.0808696,South West,England
01/05/2017,1.0549999,East Anglia,England
01/05/2017,0.87812501,East Midlands,England
01/05/2017,1.0763158,West Midlands,England
01/05/2017,1.0258824,Yorkshire & Humber,England
01/05/2017,1.0186207,North West,England
01/05/2017,1.115,North,England
01/05/2017,1.0655556,Wales,Wales
01/05/2017,0.99333334,Scotland,Scotland
01/05/2017,1.0755556,Northern Ireland,Northern Ireland
01/06/2017,0.99531251,London,England
01/06/2017,0.99909091,South East,England
01/06/2017,1.0304545,South West,England
01/06/2017,1.046,East Anglia,England
01/06/2017,0.87437499,East Midlands,England
01/06/2017,1.0658823,West Midlands,England
01/06/2017,0.99105263,Yorkshire & Humber,England
01/06/2017,0.97068965,North West,England
01/06/2017,1.012,North,England
01/06/2017,1.048,Wales,Wales
01/06/2017,0.9108696,Scotland,Scotland
01/06/2017,1.0755556,Northern Ireland,Northern Ireland
01/07/2017,1.0425806,London,England
01/07/2017,1.0066667,South East,England
01/07/2017,1.0595,South West,England
01/07/2017,1.0288,East Anglia,England
01/07/2017,0.85615385,East Midlands,England
01/07/2017,1.1122222,West Midlands,England
01/07/2017,1.0273684,Yorkshire & Humber,England
01/07/2017,0.96769232,North West,England
01/07/2017,1.0972728,North,England
01/07/2017,1.1211112,Wales,Wales
01/07/2017,0.92041665,Scotland,Scotland
01/07/2017,1.07375,Northern Ireland,Northern Ireland
01/08/2017,1.0069444,London,England
01/08/2017,1.0467647,South East,England
01/08/2017,1.0785714,South West,England
01/08/2017,1.0758333,East Anglia,England
01/08/2017,1.0230769,East Midlands,England
01/08/2017,1.1794736,West Midlands,England
01/08/2017,1.0580952,Yorkshire & Humber,England
01/08/2017,1.05,North West,England
01/08/2017,1.1440001,North,England
01/08/2017,0.96499997,Wales,Wales
01/08/2017,0.96875,Scotland,Scotland
01/08/2017,1.0744444,Northern Ireland,Northern Ireland
01/09/2017,1.0215151,London,England
01/09/2017,1.0155883,South East,England
01/09/2017,1.112,South West,England
01/09/2017,1.1,East Anglia,England
01/09/2017,0.97266668,East Midlands,England
01/09/2017,1.0599999,West Midlands,England
01/09/2017,1.0168421,Yorkshire & Humber,England
01/09/2017,1.0600001,North West,England
01/09/2017,1.1354545,North,England
01/09/2017,1.1166667,Wales,Wales
01/09/2017,0.97608697,Scotland,Scotland
01/09/2017,1.0966667,Northern Ireland,Northern Ireland
01/10/2017,1.0309376,London,England
01/10/2017,1.0348649,South East,England
01/10/2017,1.159,South West,England
01/10/2017,1.0913043,East Anglia,England
01/10/2017,0.93812501,East Midlands,England
01/10/2017,1.0527778,West Midlands,England
01/10/2017,1.1135714,Yorkshire & Humber,England
01/10/2017,1.0473077,North West,England
01/10/2017,1.1436363,North,England
01/10/2017,1.15,Wales,Wales
01/10/2017,1.0478261,Scotland,Scotland
01/10/2017,1.1633333,Northern Ireland,Northern Ireland
01/11/2017,1.0269697,London,England
01/11/2017,1.0545946,South East,England
01/11/2017,1.16,South West,England
01/11/2017,1.0916001,East Anglia,England
01/11/2017,0.95749998,East Midlands,England
01/11/2017,1.135,West Midlands,England
01/11/2017,1.1070589,Yorkshire & Humber,England
01/11/2017,1.0074074,North West,England
01/11/2017,1.0558333,North,England
01/11/2017,1.0845455,Wales,Wales
01/11/2017,1.0278261,Scotland,Scotland
01/11/2017,1.1542857,Northern Ireland,Northern Ireland
01/12/2017,1.0424242,London,England
01/12/2017,1.0524324,South East,England
01/12/2017,1.0909091,South West,England
01/12/2017,1.0845833,East Anglia,England
01/12/2017,0.94625002,East Midlands,England
01/12/2017,1.1442106,West Midlands,England
01/12/2017,1.1278948,Yorkshire & Humber,England
01/12/2017,0.98739129,North West,England
01/12/2017,0.99166667,North,England
01/12/2017,1.17875,Wales,Wales
01/12/2017,1.0504167,Scotland,Scotland
01/12/2017,1.11125,Northern Ireland,Northern Ireland
01/01/2018,1.0041667,London,England
01/01/2018,1.071282,South East,England
01/01/2018,1.0285715,South West,England
01/01/2018,1.1075,East Anglia,England
01/01/2018,0.90785712,East Midlands,England
01/01/2018,1.1238889,West Midlands,England
01/01/2018,1.098,Yorkshire & Humber,England
01/01/2018,1.0151852,North West,England
01/01/2018,1.0145454,North,England
01/01/2018,1.14375,Wales,Wales
01/01/2018,1.04,Scotland,Scotland
01/01/2018,1.158,Northern Ireland,Northern Ireland
01/02/2018,1.0835295,London,England
01/02/2018,1.0606757,South East,England
01/02/2018,1.0332558,South West,England
01/02/2018,1.0700001,East Anglia,England
01/02/2018,0.99071431,East Midlands,England
01/02/2018,1.0844117,West Midlands,England
01/02/2018,1.1565714,Yorkshire & Humber,England
01/02/2018,1.0070909,North West,England
01/02/2018,1.0318182,North,England
01/02/2018,1.0942105,Wales,Wales
01/02/2018,1.0438637,Scotland,Scotland
01/02/2018,1.1253846,Northern Ireland,Northern Ireland
01/03/2018,1.0888059,London,England
01/03/2018,1.0652632,South East,England
01/03/2018,1.0404651,South West,England
01/03/2018,1.0902174,East Anglia,England
01/03/2018,1.0006452,East Midlands,England
01/03/2018,1.0713514,West Midlands,England
01/03/2018,1.1124325,Yorkshire & Humber,England
01/03/2018,1.0145098,North West,England
01/03/2018,1.04125,North,England
01/03/2018,1.045909,Wales,Wales
01/03/2018,1.0441463,Scotland,Scotland
01/03/2018,1.1164286,Northern Ireland,Northern Ireland
01/04/2018,1.114,London,England
01/04/2018,1.0795946,South East,England
01/04/2018,1.0404762,South West,England
01/04/2018,1.0845238,East Anglia,England
01/04/2018,0.96515155,East Midlands,England
01/04/2018,1.07725,West Midlands,England
01/04/2018,1.0994445,Yorkshire & Humber,England
01/04/2018,0.99036366,North West,England
01/04/2018,0.99708337,North,England
01/04/2018,1.0769565,Wales,Wales
01/04/2018,1.0302273,Scotland,Scotland
01/04/2018,1.0953333,Northern Ireland,Northern Ireland
01/05/2018,1.0489552,London,England
01/05/2018,1.0602667,South East,England
01/05/2018,0.99589741,South West,England
01/05/2018,1.056383,East Anglia,England
01/05/2018,0.91718751,East Midlands,England
01/05/2018,1.0475,West Midlands,England
01/05/2018,1.0878571,Yorkshire & Humber,England
01/05/2018,0.96017241,North West,England
01/05/2018,0.95666665,North,England
01/05/2018,0.95272726,Wales,Wales
01/05/2018,1.045909,Scotland,Scotland
01/05/2018,1.076875,Northern Ireland,Northern Ireland
01/06/2018,1.0077465,London,England
01/06/2018,1.0449315,South East,England
01/06/2018,0.995,South West,England
01/06/2018,1.0379546,East Anglia,England
01/06/2018,0.917,East Midlands,England
01/06/2018,1.0389744,West Midlands,England
01/06/2018,1.0321951,Yorkshire & Humber,England
01/06/2018,0.93372881,North West,England
01/06/2018,0.94904763,North,England
01/06/2018,0.99900001,Wales,Wales
01/06/2018,1.0018182,Scotland,Scotland
01/06/2018,1.060625,Northern Ireland,Northern Ireland
01/07/2018,1.0432353,London,England
01/07/2018,1.0623684,South East,England
01/07/2018,0.97025001,South West,England
01/07/2018,1.0481633,East Anglia,England
01/07/2018,0.99000001,East Midlands,England
01/07/2018,0.9425,West Midlands,England
01/07/2018,1.033721,Yorkshire & Humber,England
01/07/2018,0.94036365,North West,England
01/07/2018,1.0322727,North,England
01/07/2018,0.96399999,Wales,Wales
01/07/2018,0.99666667,Scotland,Scotland
01/07/2018,1.0953333,Northern Ireland,Northern Ireland
01/08/2018,1.0849276,London,England
01/08/2018,1.0597297,South East,England
01/08/2018,0.96738094,South West,England
01/08/2018,1.0279592,East Anglia,England
01/08/2018,0.9162963,East Midlands,England
01/08/2018,1.0895,West Midlands,England
01/08/2018,1.0265909,Yorkshire & Humber,England
01/08/2018,0.95481479,North West,England
01/08/2018,1.0509524,North,England
01/08/2018,0.86956525,Wales,Wales
01/08/2018,1.0158139,Scotland,Scotland
01/08/2018,1.029375,Northern Ireland,Northern Ireland
01/09/2018,1.1129411,London,England
01/09/2018,1.0398718,South East,England
01/09/2018,0.96724999,South West,England
01/09/2018,1.0571429,East Anglia,England
01/09/2018,1.0169697,East Midlands,England
01/09/2018,1.0841464,West Midlands,England
01/09/2018,1.1321951,Yorkshire & Humber,England
01/09/2018,0.98377359,North West,England
01/09/2018,1.0278261,North,England
01/09/2018,1.0476191,Wales,Wales
01/09/2018,1.0622728,Scotland,Scotland
01/09/2018,1.0735714,Northern Ireland,Northern Ireland
01/10/2018,1.0491428,London,England
01/10/2018,1.0424676,South East,England
01/10/2018,0.97651166,South West,England
01/10/2018,1.0370213,East Anglia,England
01/10/2018,0.95588237,East Midlands,England
01/10/2018,1.0117949,West Midlands,England
01/10/2018,1.0365,Yorkshire & Humber,England
01/10/2018,0.97964287,North West,England
01/10/2018,1.0337501,North,England
01/10/2018,1.0410526,Wales,Wales
01/10/2018,0.98000002,Scotland,Scotland
01/10/2018,1.052,Northern Ireland,Northern Ireland
01/11/2018,1.0647143,London,England
01/11/2018,1.0345334,South East,England
01/11/2018,0.97822225,South West,England
01/11/2018,1.0260416,East Anglia,England
01/11/2018,0.95060605,East Midlands,England
01/11/2018,0.9973684,West Midlands,England
01/11/2018,0.99476194,Yorkshire & Humber,England
01/11/2018,0.93017542,North West,England
01/11/2018,1.0065,North,England
01/11/2018,1.0211111,Wales,Wales
01/11/2018,0.99326086,Scotland,Scotland
01/11/2018,1.0264286,Northern Ireland,Northern Ireland
01/12/2018,1.0315385,London,England
01/12/2018,0.97886074,South East,England
01/12/2018,0.9927907,South West,England
01/12/2018,1.0333333,East Anglia,England
01/12/2018,0.90903229,East Midlands,England
01/12/2018,1.0032432,West Midlands,England
01/12/2018,0.98025,Yorkshire & Humber,England
01/12/2018,0.95267856,North West,England
01/12/2018,0.95999998,North,England
01/12/2018,1.1294737,Wales,Wales
01/12/2018,0.97844446,Scotland,Scotland
01/12/2018,1.058125,Northern Ireland,Northern Ireland
01/01/2019,1.0451612,London,England
01/01/2019,1.0084058,South East,England
01/01/2019,0.9538095,South West,England
01/01/2019,1.0290196,East Anglia,England
01/01/2019,0.93312502,East Midlands,England
01/01/2019,1.0113513,West Midlands,England
01/01/2019,1.0531707,Yorkshire & Humber,England
01/01/2019,0.98421055,North West,England
01/01/2019,1.0513636,North,England
01/01/2019,1.0835,Wales,Wales
01/01/2019,0.98311114,Scotland,Scotland
01/01/2019,1.0313333,Northern Ireland,Northern Ireland
01/02/2019,1.0279688,London,England
01/02/2019,1.0287499,South East,England
01/02/2019,0.94585365,South West,England
01/02/2019,1.0180851,East Anglia,England
01/02/2019,1.0045161,East Midlands,England
01/02/2019,1.0602564,West Midlands,England
01/02/2019,1.0517073,Yorkshire & Humber,England
01/02/2019,0.98350877,North West,England
01/02/2019,1.0609524,North,England
01/02/2019,1.0422727,Wales,Wales
01/02/2019,1.0021951,Scotland,Scotland
01/02/2019,1.095,Northern Ireland,Northern Ireland
01/03/2019,1.1041791,London,England
01/03/2019,1.0194521,South East,England
01/03/2019,0.9552381,South West,England
01/03/2019,1.0209523,East Anglia,England
01/03/2019,0.98666668,East Midlands,England
01/03/2019,1.02,West Midlands,England
01/03/2019,1.0347728,Yorkshire & Humber,England
01/03/2019,0.99211538,North West,England
01/03/2019,1.1365,North,England
01/03/2019,1.0104762,Wales,Wales
01/03/2019,1.00475,Scotland,Scotland
01/03/2019,1.0807142,Northern Ireland,Northern Ireland
01/04/2019,1.1275715,London,England
01/04/2019,1.0112987,South East,England
01/04/2019,0.97212768,South West,England
01/04/2019,1.0072341,East Anglia,England
01/04/2019,0.96066666,East Midlands,England
01/04/2019,1.0107895,West Midlands,England
01/04/2019,0.99348837,Yorkshire & Humber,England
01/04/2019,0.9967857,North West,England
01/04/2019,1.0566666,North,England
01/04/2019,1.1027273,Wales,Wales
01/04/2019,0.98204547,Scotland,Scotland
01/04/2019,1.0586667,Northern Ireland,Northern Ireland
01/05/2019,1.1083077,London,England
01/05/2019,1.0047368,South East,England
01/05/2019,0.92133331,South West,England
01/05/2019,0.99466664,East Anglia,England
01/05/2019,0.93148148,East Midlands,England
01/05/2019,0.96710527,West Midlands,England
01/05/2019,1.0171111,Yorkshire & Humber,England
01/05/2019,0.98807019,North West,England
01/05/2019,1.0679166,North,England
01/05/2019,1.0709091,Wales,Wales
01/05/2019,0.95456523,Scotland,Scotland
01/05/2019,0.98799998,Northern Ireland,Northern Ireland
01/06/2019,1.1095384,London,England
01/06/2019,0.99506176,South East,England
01/06/2019,0.90697676,South West,England
01/06/2019,1.0008889,East Anglia,England
01/06/2019,0.98214287,East Midlands,England
01/06/2019,0.96888888,West Midlands,England
01/06/2019,1.0119566,Yorkshire & Humber,England
01/06/2019,0.99915254,North West,England
01/06/2019,1.1013043,North,England
01/06/2019,0.97600001,Wales,Wales
01/06/2019,0.94125003,Scotland,Scotland
01/06/2019,1.0081249,Northern Ireland,Northern Ireland
01/07/2019,1.0922728,London,England
01/07/2019,1.0301409,South East,England
01/07/2019,0.93804878,South West,England
01/07/2019,1.0439473,East Anglia,England
01/07/2019,0.97125,East Midlands,England
01/07/2019,1.0272223,West Midlands,England
01/07/2019,1.0660976,Yorkshire & Humber,England
01/07/2019,1.0022033,North West,England
01/07/2019,1.0472727,North,England
01/07/2019,0.98277777,Wales,Wales
01/07/2019,0.95340425,Scotland,Scotland
01/07/2019,1.0414286,Northern Ireland,Northern Ireland
01/08/2019,1.1353126,London,England
01/08/2019,1.062174,South East,England
01/08/2019,1.0333333,South West,England
01/08/2019,1.0272501,East Anglia,England
01/08/2019,1.0192592,East Midlands,England
01/08/2019,1.0643589,West Midlands,England
01/08/2019,1.0763415,Yorkshire & Humber,England
01/08/2019,1.0790385,North West,England
01/08/2019,1.1943479,North,England
01/08/2019,1.0606667,Wales,Wales
01/08/2019,0.94478261,Scotland,Scotland
01/08/2019,1.0821428,Northern Ireland,Northern Ireland
01/09/2019,1.1622034,London,England
01/09/2019,1.1092538,South East,England
01/09/2019,1.0945946,South West,England
01/09/2019,1.0763415,East Anglia,England
01/09/2019,1.035,East Midlands,England
01/09/2019,1.1041176,West Midlands,England
01/09/2019,1.1461538,Yorkshire & Humber,England
01/09/2019,1.0908164,North West,England
01/09/2019,1.1180953,North,England
01/09/2019,1.1568421,Wales,Wales
01/09/2019,0.995,Scotland,Scotland
01/09/2019,1.1315385,Northern Ireland,Northern Ireland
01/10/2019,1.144375,London,England
01/10/2019,1.0843478,South East,England
01/10/2019,1.1585715,South West,England
01/10/2019,1.0780488,East Anglia,England
01/10/2019,1.0154545,East Midlands,England
01/10/2019,1.0337143,West Midlands,England
01/10/2019,1.1695349,Yorkshire & Humber,England
01/10/2019,1.1195744,North West,England
01/10/2019,1.1849999,North,England
01/10/2019,1.1942858,Wales,Wales
01/10/2019,1.0017948,Scotland,Scotland
01/10/2019,1.0828571,Northern Ireland,Northern Ireland
01/11/2019,1.1356716,London,England
01/11/2019,1.0691667,South East,England
01/11/2019,1.0640476,South West,England
01/11/2019,1.08675,East Anglia,England
01/11/2019,0.96233332,East Midlands,England
01/11/2019,1.03425,West Midlands,England
01/11/2019,1.1246512,Yorkshire & Humber,England
01/11/2019,1.0361818,North West,England
01/11/2019,1.1235,North,England
01/11/2019,1.0822728,Wales,Wales
01/11/2019,0.99272728,Scotland,Scotland
01/11/2019,1.0892308,Northern Ireland,Northern Ireland
01/12/2019,1.1275362,London,England
01/12/2019,1.0869445,South East,England
01/12/2019,1.0447727,South West,England
01/12/2019,1.0789362,East Anglia,England
01/12/2019,0.98900002,East Midlands,England
01/12/2019,1.0576191,West Midlands,England
01/12/2019,1.0976191,Yorkshire & Humber,England
01/12/2019,1.0469643,North West,England
01/12/2019,0.99400002,North,England
01/12/2019,1.0118182,Wales,Wales
01/12/2019,0.9636364,Scotland,Scotland
01/12/2019,1.0871428,Northern Ireland,Northern Ireland
01/01/2020,1.081194,London,England
01/01/2020,1.0371052,South East,England
01/01/2020,0.94,South West,England
01/01/2020,1.0081818,East Anglia,England
01/01/2020,0.95142859,East Midlands,England
01/01/2020,0.9890244,West Midlands,England
01/01/2020,1.0468292,Yorkshire & Humber,England
01/01/2020,1.0178182,North West,England
01/01/2020,1.0127778,North,England
01/01/2020,1.0281818,Wales,Wales
01/01/2020,0.88872337,Scotland,Scotland
01/01/2020,1.0273334,Northern Ireland,Northern Ireland
01/02/2020,1.1310145,London,England
01/02/2020,1.0849333,South East,England
01/02/2020,1.0269444,South West,England
01/02/2020,1.0506977,East Anglia,England
01/02/2020,1.0303448,East Midlands,England
01/02/2020,1.0314286,West Midlands,England
01/02/2020,1.0566666,Yorkshire & Humber,England
01/02/2020,1.0087719,North West,England
01/02/2020,1.0044445,North,England
01/02/2020,1.0609524,Wales,Wales
01/02/2020,0.94113636,Scotland,Scotland
01/02/2020,1.088125,Northern Ireland,Northern Ireland
01/03/2020,1.1027869,London,England
01/03/2020,1.0548,South East,England
01/03/2020,1.0071795,South West,England
01/03/2020,1.0493023,East Anglia,England
01/03/2020,1.0051724,East Midlands,England
01/03/2020,0.97864866,West Midlands,England
01/03/2020,1.0713888,Yorkshire & Humber,England
01/03/2020,1.0301785,North West,England
01/03/2020,1.0705,North,England
01/03/2020,1.0695238,Wales,Wales
01/03/2020,0.92177778,Scotland,Scotland
01/03/2020,1.11,Northern Ireland,Northern Ireland
01/04/2020,1.046,London,England
01/04/2020,1.012069,South East,England
01/04/2020,1.0370588,South West,England
01/04/2020,1.0733334,East Anglia,England
01/04/2020,0.95857143,East Midlands,England
01/04/2020,0.95538461,West Midlands,England
01/04/2020,1.0314286,Yorkshire & Humber,England
01/04/2020,0.96222222,North West,England
01/04/2020,1.1666666,North,England
01/04/2020,1.0318182,Wales,Wales
01/04/2020,1.0470588,Scotland,Scotland
01/04/2020,0.97749996,Northern Ireland,Northern Ireland
01/05/2020,0.84457141,London,England
01/05/2020,0.9887805,South East,England
01/05/2020,0.91185182,South West,England
01/05/2020,1.0677273,East Anglia,England
01/05/2020,0.83235294,East Midlands,England
01/05/2020,0.99124998,West Midlands,England
01/05/2020,0.93944442,Yorkshire & Humber,England
01/05/2020,0.95416665,North West,England
01/05/2020,1.0863637,North,England
01/05/2020,0.97692305,Wales,Wales
01/05/2020,0.93055552,Scotland,Scotland
01/05/2020,0.9375,Northern Ireland,Northern Ireland
01/06/2020,0.87097561,London,England
01/06/2020,0.99755555,South East,England
01/06/2020,0.92642856,South West,England
01/06/2020,1.0096667,East Anglia,England
01/06/2020,0.91649997,East Midlands,England
01/06/2020,0.9826923,West Midlands,England
01/06/2020,0.91571426,Yorkshire & Humber,England
01/06/2020,0.95483869,North West,England
01/06/2020,0.97187501,North,England
01/06/2020,1.0237499,Wales,Wales
01/06/2020,0.95086956,Scotland,Scotland
01/06/2020,1.0622222,Northern Ireland,Northern Ireland
01/07/2020,0.82043481,London,England
01/07/2020,0.98075473,South East,England
01/07/2020,0.85666668,South West,England
01/07/2020,0.99138886,East Anglia,England
01/07/2020,0.99919999,East Midlands,England
01/07/2020,0.92620689,West Midlands,England
01/07/2020,0.90999997,Yorkshire & Humber,England
01/07/2020,0.92735296,North West,England
01/07/2020,1.0230769,North,England
01/07/2020,0.91624999,Wales,Wales
01/07/2020,0.87961537,Scotland,Scotland
01/07/2020,1.0600001,Northern Ireland,Northern Ireland
01/08/2020,1.0205357,London,England
01/08/2020,1.0013334,South East,England
01/08/2020,0.85871798,South West,England
01/08/2020,0.98418605,East Anglia,England
01/08/2020,0.97862071,East Midlands,England
01/08/2020,0.89461541,West Midlands,England
01/08/2020,1.022,Yorkshire & Humber,England
01/08/2020,0.9612245,North West,England
01/08/2020,0.99789476,North,England
01/08/2020,0.91454548,Wales,Wales
01/08/2020,0.87682927,Scotland,Scotland
01/08/2020,1.0964286,Northern Ireland,Northern Ireland
01/09/2020,0.99157894,London,England
01/09/2020,1.0355999,South East,England
01/09/2020,0.87699997,South West,England
01/09/2020,0.97886366,East Anglia,England
01/09/2020,0.93588239,East Midlands,England
01/09/2020,0.93264705,West Midlands,England
01/09/2020,0.95950001,Yorkshire & Humber,England
01/09/2020,0.97618181,North West,England
01/09/2020,0.9795652,North,England
01/09/2020,0.97571427,Wales,Wales
01/09/2020,0.86023259,Scotland,Scotland
01/09/2020,1.0907143,Northern Ireland,Northern Ireland
01/10/2020,1.0761291,London,England
01/10/2020,0.98879999,South East,England
01/10/2020,0.88550001,South West,England
01/10/2020,0.9234091,East Anglia,England
01/10/2020,0.98657143,East Midlands,England
01/10/2020,0.93000001,West Midlands,England
01/10/2020,0.93690479,Yorkshire & Humber,England
01/10/2020,0.97491527,North West,England
01/10/2020,0.85692304,North,England
01/10/2020,0.83249998,Wales,Wales
01/10/2020,0.8202439,Scotland,Scotland
01/10/2020,0.98272729,Northern Ireland,Northern Ireland
01/11/2020,0.95071429,London,England
01/11/2020,1.0063636,South East,England
01/11/2020,0.85214287,South West,England
01/11/2020,0.91479999,East Anglia,England
01/11/2020,0.95999998,East Midlands,England
01/11/2020,0.90818185,West Midlands,England
01/11/2020,0.9168182,Yorkshire & Humber,England
01/11/2020,0.87555557,North West,England
01/11/2020,0.84785712,North,England
01/11/2020,0.88642853,Wales,Wales
01/11/2020,0.80500001,Scotland,Scotland
01/11/2020,0.89833331,Northern Ireland,Northern Ireland
01/12/2020,0.99133331,London,England
01/12/2020,1.0245714,South East,England
01/12/2020,0.81357145,South West,England
01/12/2020,0.87791669,East Anglia,England
01/12/2020,0.98076922,East Midlands,England
01/12/2020,0.88520002,West Midlands,England
01/12/2020,0.89050001,Yorkshire & Humber,England
01/12/2020,0.92111111,North West,England
01/12/2020,0.8394118,North,England
01/12/2020,0.83928573,Wales,Wales
01/12/2020,0.8059091,Scotland,Scotland
01/12/2020,0.86199999,Northern Ireland,Northern Ireland
01/01/2021,0.85891306,London,England
01/01/2021,0.91873014,South East,England
01/01/2021,0.72192311,South West,England
01/01/2021,0.80800003,East Anglia,England
01/01/2021,0.94333333,East Midlands,England
01/01/2021,0.79424244,West Midlands,England
01/01/2021,0.84703702,Yorkshire & Humber,England
01/01/2021,0.81131577,North West,England
01/01/2021,0.74555558,North,England
01/01/2021,0.80333334,Wales,Wales
01/01/2021,0.75928575,Scotland,Scotland
01/01/2021,0.84285712,Northern Ireland,Northern Ireland
01/02/2021,0.91023254,London,England
01/02/2021,1.0024074,South East,England
01/02/2021,0.75357145,South West,England
01/02/2021,0.86275864,East Anglia,England
01/02/2021,1.0116,East Midlands,England
01/02/2021,0.93166667,West Midlands,England
01/02/2021,0.8888889,Yorkshire & Humber,England
01/02/2021,0.87333333,North West,England
01/02/2021,0.88062501,North,England
01/02/2021,0.88666666,Wales,Wales
01/02/2021,0.80703706,Scotland,Scotland
01/02/2021,0.9133333,Northern Ireland,Northern Ireland
01/03/2021,0.97489798,London,England
01/03/2021,1.0239345,South East,England
01/03/2021,0.78793103,South West,England
01/03/2021,0.91571426,East Anglia,England
01/03/2021,1.0411111,East Midlands,England
01/03/2021,0.93911767,West Midlands,England
01/03/2021,0.8651852,Yorkshire & Humber,England
01/03/2021,0.92441177,North West,England
01/03/2021,0.88555557,North,England
01/03/2021,0.893125,Wales,Wales
01/03/2021,0.81933331,Scotland,Scotland
01/03/2021,0.92166668,Northern Ireland,Northern Ireland
01/04/2021,0.96893615,London,England
01/04/2021,1.0259677,South East,England
01/04/2021,0.82296294,South West,England
01/04/2021,0.91470587,East Anglia,England
01/04/2021,1.0159259,East Midlands,England
01/04/2021,0.92939395,West Midlands,England
01/04/2021,0.87076926,Yorkshire & Humber,England
01/04/2021,0.91857141,North West,England
01/04/2021,0.94190478,North,England
01/04/2021,0.85799998,Wales,Wales
01/04/2021,0.84071428,Scotland,Scotland
01/04/2021,0.89666665,Northern Ireland,Northern Ireland
01/05/2021,1.007037,London,England
01/05/2021,1.0636364,South East,England
01/05/2021,0.86958337,South West,England
01/05/2021,0.88516128,East Anglia,England
01/05/2021,1.0057693,East Midlands,England
